sample_id,label_num,label,category,split,text_sha256
4384,0,OR,Sports_and_Outdoors_5,train,04befb2cb6329ea78b84674e4318cb4119a6e7738d0784a6fadb2dba004737b1
4385,0,OR,Sports_and_Outdoors_5,train,d39f6bee00eca4e5b58ae0bcb25e181262dc4def7b562c2da55ac0004f66a70e
4386,0,OR,Sports_and_Outdoors_5,train,f3a328c7119f7998afc9980e7126e3f4a139c7ff8fc65c5f9dc359969c4a05d5
4387,0,OR,Sports_and_Outdoors_5,train,0b69ae1e455bdbf25643eebbbac85a740208b6dc961b5d9ef7f0b3420009f40a
4388,0,OR,Sports_and_Outdoors_5,test,219132e97be53cfa06c971e0d78fca7ea0a0c043a1585f384bf3e65deb9699f1
4389,0,OR,Sports_and_Outdoors_5,train,7fc03e020e7700e2c79738b96363186f1da01d742c23370615fa863af1e2b74a
4390,0,OR,Sports_and_Outdoors_5,train,9551e2dfa9303799b3fc7561106ceba116e5a27e1f7316cee7c27b09a84833a8
4391,0,OR,Sports_and_Outdoors_5,validation,769fb676b9df88c2ad7363ab2b5d62d47b3336d8fa5828515af32ae4f7dab36f
4392,0,OR,Sports_and_Outdoors_5,train,b1725993d8c5d8e08351da8e5deb20e0ac73a5415f0fb348dcba1173557c1b12
4393,0,OR,Sports_and_Outdoors_5,train,4a1ea7ad6d86998d6b4cdecdc7ec31931eb503eb4eab7266b9762c1399d8ae83
4394,0,OR,Sports_and_Outdoors_5,test,244272c41899f30e134b2973bdddd1189cc73ea7f7cad2f688e5fb4161f6f297
4395,0,OR,Sports_and_Outdoors_5,train,d28a9ef8ec30c2b0ed5c29d62cde928aeac8f79d09172970c4c617ee1e76127b
4396,0,OR,Sports_and_Outdoors_5,test,6998924c4914370f709fcf11e075031497240c02ef51f711f77de4d2af09ecd0
4397,0,OR,Sports_and_Outdoors_5,train,1e18326c870602bcf1211501ea6bee0bb3cc36bd4571fdba04ebc565c32ca88f
4398,0,OR,Sports_and_Outdoors_5,validation,d1c88812548d46af338fa5953eae4e4e72a260a3aeba92ce98d0cb1084c23fd0
4399,0,OR,Sports_and_Outdoors_5,test,6879ca5ccd946a29953b89d800e8b25a6f8650f2527c66342a7153622ec3e52c
4400,0,OR,Sports_and_Outdoors_5,train,bd89f49ffd8848e1b87d49b2dd930ca0b587499d5e7f84795c244581eb83213f
4401,0,OR,Sports_and_Outdoors_5,train,d6701bf4ca895b3f3dc13ad03a0984a892e5c7db90f1a28fcb44c3828cb2a237
4402,0,OR,Sports_and_Outdoors_5,train,9aa3b136991d4db975dbba75032c77832509c22a9b9c2aa88743bfa5e82f7c1c
4403,0,OR,Sports_and_Outdoors_5,test,9fed0b1f522823a1f8cc3b88d3da214dede85d7aeab4006b163213bade4e4378
4404,0,OR,Sports_and_Outdoors_5,train,58bc7bd42ddc57c99dc548a4cec84d7908fac31399fd2c9b8f08457c86d3d914
4405,0,OR,Sports_and_Outdoors_5,validation,91e97050fff5adf73a0af387210dfed7c0ef91040dae3ab8d127ac925348add6
4406,0,OR,Sports_and_Outdoors_5,test,c3db557de3ee7bb21a3a218c75ae7d71313f3699ef2869786819e806bb95444d
4407,0,OR,Sports_and_Outdoors_5,train,6ae4fee15b24d825df9c43505dde75a1b6f5616f97d9754c96b802713d88fce7
4408,0,OR,Sports_and_Outdoors_5,train,c159729b652155e9809279a9729f5eb614fa6ecd85b7c37df9f049285b8a199f
4409,0,OR,Sports_and_Outdoors_5,test,afc5e01fe0808466acdf0c87516130a0e1afc6fbd5f08e127f9073d704ea163d
4410,0,OR,Sports_and_Outdoors_5,train,5e513a96fc0539208a6eef71da177914a4e2ed06b66cedea36e4f8128a02e417
4411,0,OR,Sports_and_Outdoors_5,train,59a6cb9bcd00c2f58f59fbbad0ec9915bf69b4e425f856e2a33bd4956568c41b
4412,0,OR,Sports_and_Outdoors_5,validation,fa8d7d9d044529196515d62949643788f1c9cafd2cc9de03ff3b0f63ca44851e
4413,0,OR,Sports_and_Outdoors_5,train,a5590d11ab8f7af18c850de5caf6368615f01c7e502f6ba4cf6efef50a8a9971
4414,0,OR,Sports_and_Outdoors_5,train,c2a8c20ec7c57fec9f71a121feef6139918c22199d743b59acfb993f6c9bd779
4415,0,OR,Sports_and_Outdoors_5,validation,3744dd41f48b6ecb6548bb1971abbfc6bc3eb77fc4968311b9edff27f6ae6bd0
4416,0,OR,Sports_and_Outdoors_5,test,6333c1b3315bd81c2f3541ecb50fcc528c27206f6f3ec496f3c2196cec10fffe
4417,0,OR,Sports_and_Outdoors_5,train,993beec8060e07986a0fd47e9b2f1bc767760bc54e3e91fef2c5b1aef0a8bd25
4418,0,OR,Sports_and_Outdoors_5,train,589602062a5f1dcdb4c75a7295682c2e3da3cbf555e47b2b74bec58cd5d4eda8
4419,0,OR,Sports_and_Outdoors_5,train,a00417e3ef82f9ecc811fb4dd6d47a20f54ef02c174da91dde0a307279625e44
4420,0,OR,Sports_and_Outdoors_5,validation,6835de94e1e03f43220ff3c710310bf9ab094cd9e8458c9fdc503f877995f3d2
4421,0,OR,Sports_and_Outdoors_5,train,41cb0684c8af625711a724ea3be13fba0d49aa923a02a4acba7d49055e812956
4422,1,CG,Sports_and_Outdoors_5,train,ad89ae6979273430abb247471d46bdeaf924c5b49d8ffb557ebe81f142ee75ff
4423,1,CG,Sports_and_Outdoors_5,validation,9104f727f817a88169548bac043fa92728bc0f7867cd6c5ab024b837feefc6ae
4424,1,CG,Sports_and_Outdoors_5,train,42477400438a44ea184dd13aab44dd8adf711e111b6ad77bd4faeafbaea3780b
4425,1,CG,Sports_and_Outdoors_5,train,016b0ce5eb1b42cc2d25e21e632b481c44445434a60ec530169e0d1273b59fcd
4426,1,CG,Sports_and_Outdoors_5,train,e411e5ea055f9331f39625de4c9f665a89b08f80bbefea7e3ae50953bd8b19ab
4427,1,CG,Sports_and_Outdoors_5,train,bffba93ed698e34459817c36bd3215a638622a537dcd1fce6642cbfc83bf4dba
4428,1,CG,Sports_and_Outdoors_5,train,2bad34fd20256cd73740d67f727403034621a9a6c6b49912efd081f694499f5a
4429,1,CG,Sports_and_Outdoors_5,train,a0d89e1a2c9fb5b41b27774caf60e00f25154ea9d7008b78aba8a4cfa20ee8b3
4430,1,CG,Sports_and_Outdoors_5,train,c18a328800b77e3e8b64a2934c7713da6908a7a04e2b5391fd72a3f681ef4999
4431,1,CG,Sports_and_Outdoors_5,train,c2160e0718611a71fd406cf4090767d9be52afe116bc9ef7c5343400843d5ffe
4432,1,CG,Sports_and_Outdoors_5,train,b94c7307c4fd864e5c4920c3cdb17cc49cebcf34104e7e9c566b39bd360241e7
4433,1,CG,Sports_and_Outdoors_5,train,1e13dc8f0e0e998403b75e747fa576861343d1d0efc84682fa4248e79c70550e
4434,1,CG,Sports_and_Outdoors_5,train,c2bcaa3cf8fbcfa6efd5bf0a2c310607274ba5077552f9132eaf2f23a7182cdc
4435,1,CG,Sports_and_Outdoors_5,test,ce3d382eca176c3df15501b3d20b192f4610e5513acd86d8c77d06db3f367788
4436,1,CG,Sports_and_Outdoors_5,test,d7b3ec76b7ce18d76aa4707510fb25fa77f45dcfe29860419a7075236027257a
4437,1,CG,Sports_and_Outdoors_5,test,8533d3cbc8ddcc155fa5df50a721c80f4fe3197fde622727fb23f892f4ab9817
4438,1,CG,Sports_and_Outdoors_5,validation,d7d0b4592ae8a3f082a9c3947b3d3575a8828818014dd5ef49c21fffb285f4e2
4439,1,CG,Sports_and_Outdoors_5,train,56cd266a2b078a491ea6d1cc369e8d30c2a9aa2a8cbeec8ddaeae13def120475
4440,1,CG,Sports_and_Outdoors_5,test,1b67655358706763f4d1cf4e37835af71607408cd0ab88c47b8593dc4d327be8
4441,1,CG,Sports_and_Outdoors_5,train,1fd207ffab367220f49217cedee0f9efc25395b373ba4dff1ac247e9ca8d9d6b
4442,1,CG,Sports_and_Outdoors_5,test,df393579fb0ff13126ba067527cffe9b8aa2cdfb5beb2f9e785b3b353c85384e
4443,1,CG,Sports_and_Outdoors_5,train,2bb3cfd96c90321e668a451f74ff647abee55eb43426e05ff984d81ddbbd5c61
4444,1,CG,Sports_and_Outdoors_5,train,ea9bd8260ba938b03ef0f64e80d288f5289e439c649d59a100e50d16f739e900
4445,1,CG,Sports_and_Outdoors_5,train,11bd85b5d7e764a898fd4cca9cb8354d4924cea1e46468cef33865d83d0d5bf4
4446,1,CG,Sports_and_Outdoors_5,train,cce96358bcf455ff3c28710d1ba1a7ba22dbd3bfd63d708e651b6270209c8011
4447,1,CG,Sports_and_Outdoors_5,test,d8be2a32ef655bf3b055b5c3c5d0e5edaa5650370fd3c479efb50f66f44cf983
4448,1,CG,Sports_and_Outdoors_5,validation,8053f59858e3732abc288151024ef42845c25def82fd8324b4241e4ebca93dd1
4449,1,CG,Sports_and_Outdoors_5,train,1378cda43b4c0992872a58ac5d9d1327591b751dd4fdfb2d3129eb420137e4b5
4450,1,CG,Sports_and_Outdoors_5,test,3bdb3193274bb9cf815928328e633e62fbb230a68d5321ce21b93b2d17c128c8
4451,1,CG,Sports_and_Outdoors_5,train,ac9edc75f5f4b738a5df7365e4ea2b30ab53698a736c9edaef99a7f0409eefbd
4452,1,CG,Sports_and_Outdoors_5,validation,375b9e4bf4f0b3c6c5f894fabeacf4d6ede173e16c06d8c75fac156855f77bc9
4453,1,CG,Sports_and_Outdoors_5,train,1519b63d61aad5553312699342e3a4dc03cbfb4ab6009238bb1650cf5ebc2949
4454,1,CG,Sports_and_Outdoors_5,train,27590130d965f758e93674524a7b0f27e72bad4634821b6e0c6193e546b21edd
4455,1,CG,Sports_and_Outdoors_5,train,1ed846c0d55f275ff097bf41b501638df897ecc14e946816a064b985a2f51aa4
4456,1,CG,Sports_and_Outdoors_5,validation,5b49e821549b6b6bf2d41a7b9a102693e0644f3c0b941423eb5bf7b59d67ca8c
4457,1,CG,Sports_and_Outdoors_5,train,f86d2e80e145b040890e3c064aa374d2a8c7904d156ebc406d24d18d134c1a48
4458,1,CG,Sports_and_Outdoors_5,train,f4b19a253d94503cd3796b89f116f55b1bc705b3623aa2600da95d6f7f526369
4459,1,CG,Sports_and_Outdoors_5,train,dd911a9c9081f9f40d527773127ea0253258fe2b90a976c02a0dd61846317e88
4460,1,CG,Sports_and_Outdoors_5,test,42c5700dbc1900976efc46f98fd7a04bf6762f9ee0153b92111f4b3859665ae1
4461,0,OR,Sports_and_Outdoors_5,train,99e72a460426a4ee475287b130e732ff852e26ecf860c4a696d478b0e9aea99c
4462,0,OR,Sports_and_Outdoors_5,train,a25b0254d24da0d2650ad33794861abb1cc48dd2e9fdb1f0a7d1415084f1c7a8
4463,0,OR,Sports_and_Outdoors_5,validation,6e6dc44b6b4089144b1405de8b838122959a57f8ccedf9896a90cfa0a1648f7f
4464,0,OR,Sports_and_Outdoors_5,train,896e6ab2da6ad9ebdd3370b82d2e759292f45ca96db93174a64b5a95c6ebc3aa
4465,0,OR,Sports_and_Outdoors_5,train,79d9aa2e88416043e355b3882625afe45b05f7ff6ae40c9f6853a9072d20d7ef
4466,0,OR,Sports_and_Outdoors_5,train,c3a066815d6996a039d69c9deeefedeb191ef3007d034b8fa67d0f617ea0c9a2
4467,0,OR,Sports_and_Outdoors_5,validation,bb12831b746f5136010738d5ce691c3658dcde8db8aecc50e50535f0c13ddd7e
4468,0,OR,Sports_and_Outdoors_5,test,6c3f8b1c3bcd804a7135aade911bb4fac357369c45b6b65aa79b029b286d1754
4469,0,OR,Sports_and_Outdoors_5,test,b552f4cdbd8b95ee62dd2fd5048697715ea10b02d03d6933fc617763ea4eeacc
4470,0,OR,Sports_and_Outdoors_5,train,7fd9bd6a18cc480c31c1e4f942595d7e0c6a2a9bf12feee73a65957da0917892
4471,0,OR,Sports_and_Outdoors_5,train,9c4a57a47009b26e4520cadc0831df864ff5df2561f2ad5100b74ee9ed579121
4472,0,OR,Sports_and_Outdoors_5,train,50983a43ebfd5aafc55729037263dd25bc6219e21677a5c54eb2e058f4333169
4473,0,OR,Sports_and_Outdoors_5,validation,4d8da1f23e2e8018e6f6b529a9342128944dcb11ed64e3ead8d246592f6fc135
4474,0,OR,Sports_and_Outdoors_5,test,835dd53948d210cd359b8ec54b68ae04190a1ff56db9e7cfa9ecc13043c04015
4475,0,OR,Sports_and_Outdoors_5,train,901126a7d11a3a01b5bd4a944b8c4c386b6cf19de694ba7791dfb54fc0c4f3a8
4476,0,OR,Sports_and_Outdoors_5,train,4c855f7353a558529a9f1f80684bd8a09dfd69539eed656a39966c45ac955487
4477,0,OR,Sports_and_Outdoors_5,train,7744dc8b4d40c6c85cdcd2c1fdc6f4b1c89214ed3ea8cfda762434d02d38e8dc
4478,0,OR,Sports_and_Outdoors_5,train,fd8ca70eea620378ec8ac641eb1b09efd6bcfaee76d0dcd4e15525763f20dbce
4479,0,OR,Sports_and_Outdoors_5,train,1a6070d091b05466857275515110f06bb807f2472b5c980862b48942136648ac
4480,0,OR,Sports_and_Outdoors_5,train,98565f813a6adb28069edb155c37377cfd6413f280d2e23ccf06d50abea63eae
4481,0,OR,Sports_and_Outdoors_5,train,1e5b062371d8c30d6f5993be56efa43bdcbc7dcaacc542692413f147991b5b67
4482,0,OR,Sports_and_Outdoors_5,train,160e93e4f01ff304b3c65ea75f2ed5020ba692fdfc3f263d0a0a5929c3cbc973
4483,0,OR,Sports_and_Outdoors_5,train,5abfac9a2b12402e1adc60ec5a3cef348ea8452fefb960788c1c266e943ca4e7
4484,0,OR,Sports_and_Outdoors_5,train,8a67559625255e2f660a1096774fc443a4f997147afd98dabb2c22ab292d72a2
4485,0,OR,Sports_and_Outdoors_5,test,1470057812a9d1a3c8e1f6b6b621a17d2c57a32302faef8a25e578f5134ca2e2
4486,0,OR,Sports_and_Outdoors_5,train,1a3c147d66e6afd5b6982602f554b01d06d2ad79935febd53e09cf0705659c52
4487,0,OR,Sports_and_Outdoors_5,train,cabd6d7777b132b70cd7d304293c10f0f63e0a71233666f85f1349ae795108f8
4488,0,OR,Sports_and_Outdoors_5,train,b039a08d71a8ffbb713a5ea0710bdd243de4553d52946bb948fc6f24a1f5f330
4489,0,OR,Sports_and_Outdoors_5,train,9395a2e1999f434600d52a2db95f4c987394d99af4717ab2fe158edfa51896f5
4490,0,OR,Sports_and_Outdoors_5,train,7ccc0d2d1610af1f65adacb51ee65811658efa8db53b6b1fa63ca26b538f3a9f
4491,0,OR,Sports_and_Outdoors_5,train,7c92f0695b3b4708bf81b59771c47c5c543eb14a77679d7866c7a60b61bc4dc9
4492,0,OR,Sports_and_Outdoors_5,train,a649ac1adf9a3ddd88bfeaaedec73df296351bd517fc428031ced51943a97a36
4493,0,OR,Sports_and_Outdoors_5,train,c5f48ab2c04688d42ae0f919d83ed5bc1b2db3ecb665cf6c9012616567fff1d8
4494,0,OR,Sports_and_Outdoors_5,test,d744744ef0ef5bce948170ba76f2fc31df0baccddf6f1bf115a3bb29e3462b22
4495,0,OR,Sports_and_Outdoors_5,train,7be0c71964a94edc093c04cc3c1436b5f0a9b1cafbf0224d8e07ec4e27d10656
4496,0,OR,Sports_and_Outdoors_5,train,3852113285a6809b533b1f6e5f4f4de9acf065ff9cb026a1c9231dde66e40fd6
4497,0,OR,Sports_and_Outdoors_5,train,8fb4f9a8dbd1523881ea91e25afd56688d524fb0a2a642a3a101f95cb628265a
4498,0,OR,Sports_and_Outdoors_5,train,ad970804c043b11499e02a8cae0276222c12125e432df8180e36d22b5c6abaee
4499,0,OR,Sports_and_Outdoors_5,train,a4b7ad922fc849daff5603f3a27270b1c5ecc3fc6adde580dc991647b1cece2f
4500,1,CG,Sports_and_Outdoors_5,train,fd0d7026893d560cb274ede7de83412d1e1e60cbcd34d0e0df1a86e900f734df
4501,1,CG,Sports_and_Outdoors_5,validation,c4e77f77a362442386231f737733146dc5e9118c8c87b21a0d8fe3bcbe0fa98b
4502,1,CG,Sports_and_Outdoors_5,validation,efc112b040ca8bd3dfc0864bdb288dcd34c80e3053e818a651ccff82cf952564
4503,1,CG,Sports_and_Outdoors_5,train,8dbbfca6f7556e34329504857e87b0fb0b6bf22e4c656e4488801bfe7f24708d
4504,1,CG,Sports_and_Outdoors_5,train,bd6ad0ad879fd5e8e24095d5678aabde6f8bf8f59cffadba4105772c057949f5
4505,1,CG,Sports_and_Outdoors_5,train,10eb37fac2e3d0372d2559bf0aa9d24ed1ae7f8e7fbc55962321f28284dd99f3
4506,1,CG,Sports_and_Outdoors_5,train,b0e299ff1c2a937e2ca8715b58c04c822d735b05b47320efbdd83465da87346d
4507,1,CG,Sports_and_Outdoors_5,test,46214bcca6d25072006c0bdc855df006227cfeea11c1705006681ab42c728b7f
4508,1,CG,Sports_and_Outdoors_5,train,e5e99155f0c0314219960cfae5ec980b9d2ab42c458391f1c82fe4e9df85c8af
4509,1,CG,Sports_and_Outdoors_5,train,dfecf51758b3d39f99f6eaaf2e8c5febe3be7146414a5b5fc44b8dac44181ce7
4510,1,CG,Sports_and_Outdoors_5,train,f554389e6c2710bb8dbeb4c392462461dc21f596c8bb55d9a7fc95acfe7c355a
4511,1,CG,Sports_and_Outdoors_5,train,e819036d4094b29a9a2e37bc10d7bf9262a118b1b7334d2e88e3ba7b95d13761
4512,1,CG,Sports_and_Outdoors_5,train,a0587704ae704d2eb7d7f2218e0e624a2131cf171c581a70d0127375655353d9
4513,1,CG,Sports_and_Outdoors_5,test,639bdcef00d42952a8c88ed79c3fde3032e966c671fd1c46ccd8a7d84f3c8d2c
4514,1,CG,Sports_and_Outdoors_5,train,87fc06b0ae130c276679da5ddf101912f14250f215a534e81977182bf609f3b3
4515,1,CG,Sports_and_Outdoors_5,train,d570216609a56f7f219c225fe43947f6580257a73eac4c837fe1d87438ce889e
4516,1,CG,Sports_and_Outdoors_5,train,2e28103cbf8b7f8eb3edfac8ac43fb8844cffd86c96ff0c8cf648b158d6ecb7c
4517,1,CG,Sports_and_Outdoors_5,test,a545c9a08384588df29ca0d629198996f43476baca92df2068c9b18e2fc36571
4518,1,CG,Sports_and_Outdoors_5,train,b8549704364dad011ec102ff301949dc517e27a5fa120b1fc442ac070126feae
4519,1,CG,Sports_and_Outdoors_5,test,f53dd192286adc8a3ef74c5f6b23af720865fda984b4c15e38fad7b09db472af
4520,1,CG,Sports_and_Outdoors_5,test,1c53db599fafffccc44b07a1bd4f8656d8b11be05947b15c7a452d6ccffd29a4
4521,1,CG,Sports_and_Outdoors_5,train,5a6f4acebb2f8e7b3c767bece8e3bdc526a6ca2536fc8f22ef33aa8f738298c4
4522,1,CG,Sports_and_Outdoors_5,train,b5157a75c92b71b8c27d04449de3c359aea151a1c098568339dd9919cb864f6b
4523,1,CG,Sports_and_Outdoors_5,train,2a1e4cde5d489bcf347bb142c88997f82122fa149d00e6d655c1ec2b064024c0
4524,1,CG,Sports_and_Outdoors_5,train,d54346423e88d99a2b3cdb269b00247ea85ed624f7c88c90082c16cf0451ee6c
4525,1,CG,Sports_and_Outdoors_5,train,c04c002ef298e3e12ef11ac7aa5b9d1d9eac5fccece13164e1728578df270a09
4526,1,CG,Sports_and_Outdoors_5,train,fa43d4b41576e2f0d3aaa3cc43d721721f2f0c6836591b3ee37732d4cfa63fff
4527,1,CG,Sports_and_Outdoors_5,train,93cd66dece55c435462ae619eb1423df6abfa64ef0b78bbd5b6cbe2c90680c7f
4528,1,CG,Sports_and_Outdoors_5,train,521ec8ed7c5892b4adf8858cda35b9e1eae235d726a317a0dbf0635d03790bee
4529,1,CG,Sports_and_Outdoors_5,train,e5328c6cb1e96bd60bbb0fc066a7325bd53a48415a167bab69de199827b00eae
4530,1,CG,Sports_and_Outdoors_5,test,f6c29801d356eba032d6d361335cdbdd0395ce512362ba455aa7bc0b1a6c21b1
4531,1,CG,Sports_and_Outdoors_5,test,81cce877b79f61c9d9e60aac975d99207b00a9f1fc5e9d52301d7882c8b06bc3
4532,1,CG,Sports_and_Outdoors_5,train,48d19f7147203006b2c617ef6088e65cc1593f8ba9ef1fcb677d804b6b095a23
4533,1,CG,Sports_and_Outdoors_5,test,38de78eeb0459bdc7f46ef0583c9aa9e3db79451ea5a3ed1e1d9e46590ac4dc7
4534,1,CG,Sports_and_Outdoors_5,train,92206b5c716008010e53c04877a7603f2862e56384ecc63f3d3b30879f4444ba
4535,1,CG,Sports_and_Outdoors_5,test,d576a2ec537f5b51eb3b413ee693cc4f94221b35965f8e26c4565e1e7b4ef6d2
4536,1,CG,Sports_and_Outdoors_5,test,8247aa12731622eaf78b61f3fc8bbcfc91d91fe349fa506fd8e37f0d9a5c3cc0
4537,1,CG,Sports_and_Outdoors_5,validation,ad8714d820a5cf559df75b806748c6fbf92a8eb8ca0b61ee7d7b9265a28a083f
4538,0,OR,Sports_and_Outdoors_5,test,0181f9e487e61838e086ac4a140b361852030363a75332bd5e1d912bc2221bdd
4539,0,OR,Sports_and_Outdoors_5,test,7f213cb36e1591d250d7e71b314b24bb6714df12d0147fff38b294573dd56426
4540,0,OR,Sports_and_Outdoors_5,validation,90cfc56c207a5f6c0641d41b1dbffe3f64b6ba33a50c440b901cfcfaf6e464e4
4541,0,OR,Sports_and_Outdoors_5,train,67ce31ee25a12a0380efe9ff27191bbb5ac6709dc799ea65f4b37ce519f0c2a7
4542,0,OR,Sports_and_Outdoors_5,train,3e07886d3408963d7045f0e208f63872413b20212ee04eb0763c2bcb505c89ec
4543,0,OR,Sports_and_Outdoors_5,train,bb3f500832d345e91235985fae9d6ae12031aac656543c5e8e83aea3a42eeea1
4544,0,OR,Sports_and_Outdoors_5,train,ff9cf7b620466cfd116713f7445b47a96e60e49099415e53833bfbf3f3f0899f
4545,0,OR,Sports_and_Outdoors_5,train,2b2212f9c3ce47255b758580fcb9943e83b3496f34143fd1d00c8c546d83721f
4546,0,OR,Sports_and_Outdoors_5,validation,8177d755f8f3c68250277cf28e08c8a899546aacad2040561df73f37b6a9394b
4547,0,OR,Sports_and_Outdoors_5,train,894e34a3e7c1e67640d122c1ce6dcfc6184fc16f8b2dcbaa1f90fbc5750862b9
4548,0,OR,Sports_and_Outdoors_5,validation,2d6af5ed1fc0680b112accf5762ddd619b48cc437ee220c0b79f3f1d04e5496e
4549,0,OR,Sports_and_Outdoors_5,train,3b2e642a5ee0a0220041c35b966069def9a3536adb02d97242bb192f594e40b0
4550,0,OR,Sports_and_Outdoors_5,train,7f828382e9e190337bd71c6a09d94089f7829d44f91b3ff555bd0afd9d1b1d52
4551,0,OR,Sports_and_Outdoors_5,train,a44739dd77454eb945b637ad09f3ca349004cc547ae43b6848f3e197b4b343bc
4552,0,OR,Sports_and_Outdoors_5,test,efa64d33e4fc1167567d688b399ecae5b0197610ccbe43bb7ff32bbd1b04c0cf
4553,0,OR,Sports_and_Outdoors_5,train,c744b51004ba89922555f8b518249540e0e8f234562bc5997d732ae3ddf15a31
4554,0,OR,Sports_and_Outdoors_5,train,067d476e71434244cead8e5e5defb6c68f6d99da84acd07cc16670bac078d79a
4555,0,OR,Sports_and_Outdoors_5,validation,a8af1feaee74a822a66debc0525aa54aa71e3167e10df55c9d023ed2e5749565
4556,0,OR,Sports_and_Outdoors_5,test,572d803a179f765131f8c75fbab9c04953169ace281883b724f30dff6676799d
4557,0,OR,Sports_and_Outdoors_5,train,e0e98fd5a4a0dff03bb4ac14f80179dc4ab9ab29a054a2bc204bdec2b675ad70
4558,0,OR,Sports_and_Outdoors_5,train,dc78c0c15c2d830c056532dfda585f1512bca95bf18b0f6854f2387e177b0a90
4559,0,OR,Sports_and_Outdoors_5,test,453283309e37debec51dc8cd791fb97acfc79881e05fecb22eb6e9e8dc858004
4560,0,OR,Sports_and_Outdoors_5,train,81b840ef5551482c725e3627c3656266f272ca2c9980025bd5fd3b7f5e193f4f
4561,0,OR,Sports_and_Outdoors_5,train,52751ed4afe672b4b25dac779ffced1a99fa9d4a0d9f882e4950b4412d067e58
4562,0,OR,Sports_and_Outdoors_5,train,9c0d51307caaaedc686ed12dbd8b82930a4ec263f6d45502c8b3d4d4ead50f06
4563,0,OR,Sports_and_Outdoors_5,validation,17569f93b8fa66cc781a73b3d49b013e5f4f939a7d6f887e8719ebced286eb1f
4564,0,OR,Sports_and_Outdoors_5,test,b396e016e763ee3f65f1d20d6b33189835c4e83bf35fbe17bedab492c19142c2
4565,0,OR,Sports_and_Outdoors_5,test,826da593f0b1df12f3d054ed839b99aad2b4fad5469b0c35b3666d3e1984b031
4566,0,OR,Sports_and_Outdoors_5,train,5b58dc83a9597a6bdc019240178d826f0e646591672781bd582bb540b55f5b76
4567,0,OR,Sports_and_Outdoors_5,train,641c7c5f446462f83268d68d25cb37b86c33ffcb1f0ae9c2ca2b095ad62be888
4568,0,OR,Sports_and_Outdoors_5,validation,e9d0e896e4eec8ad2f884071f2fd0258af3801f35831bbe84e4fb8d708e086c9
4569,0,OR,Sports_and_Outdoors_5,train,3bbde6634d8bb6aef5deed659939ce3435bd5ec970802917fdb55f4e45bf1374
4570,0,OR,Sports_and_Outdoors_5,train,2524cc67abb69adda2c9c6e4631ffaaf8e34b3f74698db62f977b6838206330b
4571,0,OR,Sports_and_Outdoors_5,test,a0a506e78e7cab6bc0c80630960bc445378ee6308331725aa9637494cb2a7c4b
4572,0,OR,Sports_and_Outdoors_5,train,037705fe4a62375c730096f79d99ba4f15c9873e20413f6025242159d926e1f5
4573,0,OR,Sports_and_Outdoors_5,test,5a737e36384c1f66cbfdd961eaa29ed9baec92077df448fe98dad4a1a4612e5e
4574,0,OR,Sports_and_Outdoors_5,train,c29bbc70d70681a0ffb10e7ac85ada797b1ee1f2eaa4c788a512148ea93c141e
4575,0,OR,Sports_and_Outdoors_5,test,aa5bef2f2607cf991cb03ea6367e5155476ca43d5aa8509c8616f9aa18a1c2ee
4576,1,CG,Sports_and_Outdoors_5,test,8fd9f0d480d3a6761a0d9f7da26b008af6b73e3cae7cd18c3724f83b594c9c4e
4577,1,CG,Sports_and_Outdoors_5,test,5a58fc840ac8d4e8e4c6104eb3b4163dfedb2eca01d2ac0c2a10327b2e0e1b9d
4578,1,CG,Sports_and_Outdoors_5,train,d6356599de97c45c12c262020cc13610bc4b434aa3f80010c883f8b9144e708a
4579,1,CG,Sports_and_Outdoors_5,train,78f61f2a724d70c360af8b832ea2da10d90bb1c148c6d0ba32415a8a58423c95
4580,1,CG,Sports_and_Outdoors_5,train,1ebbf1bddfea98bd84fe32d944dd5addb26a3a39da4499698145461504fee8ec
4581,1,CG,Sports_and_Outdoors_5,validation,b59a1890313f3c0b1d89b5136b86aaa266e1ed1727746fc68e881f6df0455650
4582,1,CG,Sports_and_Outdoors_5,train,e62a387e43883942a7156f2126272b00b7a1ac92c6479d7436c29904374c8119
4583,1,CG,Sports_and_Outdoors_5,train,a50f230b1fc8dfa1a6088694432876b9c67c215f7c31c336b3372846d46b025c
4584,1,CG,Sports_and_Outdoors_5,train,7bcd370311601f94c73002f946da4d359117dbf6fa74e7d5423e850401c7d60e
4585,1,CG,Sports_and_Outdoors_5,train,1e06e6c00995ef6f56f3b03fb1e3b1e9afe579ad2ec504c1ee68bf754fed793c
4586,1,CG,Sports_and_Outdoors_5,train,ccd7038f07d483d5cad7a99ec9a5dfbdd10eb3d17dd25096cfd2bd6e9be6e036
4587,1,CG,Sports_and_Outdoors_5,train,ccf1c6042a0ddb8d94ffd24b700828df8e94309c7329b755a3916fb457b67635
4588,1,CG,Sports_and_Outdoors_5,train,c05c86b7a7775466ac6ec648238018e0ae8b65f56648f98cecbada2908d8dfa8
4589,1,CG,Sports_and_Outdoors_5,train,53f279322ab694d1d8244717b7d2a6e6eeb1843e3d90287413c84403fcb90318
4590,1,CG,Sports_and_Outdoors_5,train,945c473e61aad1abe85ebbd477a837ee73cc6af4ae434dd0936447ca4bcbe803
